Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Tipo de Delito: Nivel 4;Sexo del infractor;Periodo;Total
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;Mujeres;2023;72
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;Mujeres;2022;73
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;Mujeres;2021;79
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;Mujeres;2020;52
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;Mujeres;2019;85
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;Mujeres;2018;95
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;Mujeres;2017;83
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;Mujeres;2016;82
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;Mujeres;2015;87
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;Mujeres;2014;99
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;Mujeres;2013;104
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Total;2023;2.874
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Total;2022;4.067
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Total;2021;4.302
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Total;2020;3.157
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Total;2019;4.687
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Total;2018;6.028
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Total;2017;6.757
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Total;2016;6.132
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Total;2015;3.278
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Total;2014;2.402
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Total;2013;1.669
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Hombres;2023;1.534
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Hombres;2022;2.160
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Hombres;2021;2.252
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Hombres;2020;1.621
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Hombres;2019;2.291
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Hombres;2018;2.881
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Hombres;2017;3.232
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Hombres;2016;2.995
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Hombres;2015;1.722
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Hombres;2014;1.317
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Hombres;2013;952
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Mujeres;2023;1.340
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Mujeres;2022;1.907
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Mujeres;2021;2.050
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Mujeres;2020;1.536
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Mujeres;2019;2.396
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Mujeres;2018;3.147
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Mujeres;2017;3.525
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Mujeres;2016;3.137
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Mujeres;2015;1.556
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Mujeres;2014;1.085
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;Mujeres;2013;717
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Total;2023;22.488
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Total;2022;25.426
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Total;2021;25.358
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Total;2020;18.212
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Total;2019;24.129
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Total;2018;23.252
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Total;2017;21.953
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Total;2016;17.736
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Total;2015;10.202
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Total;2014;9.166
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Total;2013;7.876
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Hombres;2023;16.706
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Hombres;2022;18.886
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Hombres;2021;18.661
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Hombres;2020;13.581
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Hombres;2019;17.801
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Hombres;2018;16.943
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Hombres;2017;16.008
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Hombres;2016;13.047
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Hombres;2015;7.680
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Hombres;2014;6.914
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Hombres;2013;5.965
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Mujeres;2023;5.782
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Mujeres;2022;6.540
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Mujeres;2021;6.697
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Mujeres;2020;4.631
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Mujeres;2019;6.328
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Mujeres;2018;6.309
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Mujeres;2017;5.945
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Mujeres;2016;4.689
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Mujeres;2015;2.522
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Mujeres;2014;2.252
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;Mujeres;2013;1.911
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Total;2023;15.727
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Total;2022;18.357
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Total;2021;18.373
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Total;2020;12.930
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Total;2019;17.241
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Total;2018;16.250
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Total;2017;15.407
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Total;2016;12.402
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Total;2015;6.904
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Total;2014;6.175
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Total;2013;5.251
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Hombres;2023;11.626
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Hombres;2022;13.555
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Hombres;2021;13.480
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Hombres;2020;9.655
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Hombres;2019;12.758
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Hombres;2018;11.847
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Hombres;2017;11.226
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Hombres;2016;9.184
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Hombres;2015;5.160
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Hombres;2014;4.620
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Hombres;2013;3.948
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Mujeres;2023;4.101
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Mujeres;2022;4.802
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Mujeres;2021;4.893
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Mujeres;2020;3.275
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Mujeres;2019;4.483
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Mujeres;2018;4.403
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Mujeres;2017;4.181
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Mujeres;2016;3.218
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Mujeres;2015;1.744
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Mujeres;2014;1.555
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;Mujeres;2013;1.303
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Total;2023;4.468
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Total;2022;4.451
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Total;2021;4.869
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Total;2020;3.886
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Total;2019;5.084
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Total;2018;5.082
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Total;2017;4.862
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Total;2016;4.163
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Total;2015;2.702
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Total;2014;2.511
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Total;2013;2.243
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Hombres;2023;3.481
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Hombres;2022;3.441
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Hombres;2021;3.680
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Hombres;2020;2.926
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Hombres;2019;3.830
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Hombres;2018;3.830
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Hombres;2017;3.668
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Hombres;2016;3.090
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Hombres;2015;2.106
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Hombres;2014;1.942
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Hombres;2013;1.774
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Mujeres;2023;987
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Mujeres;2022;1.010
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Mujeres;2021;1.189
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Mujeres;2020;960
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Mujeres;2019;1.254
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Mujeres;2018;1.252
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Mujeres;2017;1.194
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Mujeres;2016;1.073
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Mujeres;2015;596
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Mujeres;2014;569
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;Mujeres;2013;469
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2023;2.293
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2022;2.618
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2021;2.116
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2020;1.396
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2019;1.804
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2018;1.920
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2017;1.684
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2016;1.171
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2015;596
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2014;480
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2013;382
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Hombres;2023;1.599
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Hombres;2022;1.890
